platform,content_type,industry,posting_hour,caption_length,cta,influencer,reach,engagement
LinkedIn,Article,Tech,9,74,1,0,28731,4.14
Instagram,Carousel,Healthcare,17,114,0,0,36133,4.15
LinkedIn,Post,FinTech,19,164,0,0,16469,3.78
Facebook,Post,EdTech,12,196,1,0,34300,4.38
Twitter,Tweet,Tech,19,61,0,0,29718,4.18
Facebook,Video,Fitness,18,238,1,0,33577,5.91
Twitter,Thread,Beauty,8,171,0,0,21831,3.12
LinkedIn,Article,Sports,8,178,0,1,34779,5.43
Twitter,Thread,Tech,8,239,0,0,27029,2.78
LinkedIn,Article,EdTech,10,227,0,0,30834,4.18
Instagram,Reel,Gaming,6,106,1,0,47572,5.79
LinkedIn,Post,Sports,9,183,0,1,22919,4.76
Instagram,Reel,RealEstate,20,70,1,1,50179,6.86
Twitter,Thread,Fitness,19,72,0,1,33585,5.15
LinkedIn,Article,Beauty,20,146,0,1,37057,6.4
Facebook,Image,RealEstate,6,147,1,1,34064,3.95
Twitter,Tweet,Entertainment,18,53,1,1,27061,4.86
LinkedIn,Article,EdTech,8,129,0,1,28358,4.4
Instagram,Carousel,Travel,6,60,1,0,20876,4.08
Twitter,Tweet,Beauty,14,70,1,0,24950,4.54
YouTube,Video,Travel,12,224,0,1,33804,7.03
Instagram,Reel,Food,18,210,0,1,38005,6.76
Twitter,Tweet,Healthcare,18,231,1,0,28720,4.62
Twitter,Tweet,Food,13,206,0,0,28238,3.59
LinkedIn,Article,Tech,18,133,0,1,39810,5.98
LinkedIn,Article,Food,17,211,1,1,37627,5.03
Facebook,Video,Travel,13,73,1,0,34951,4.32
Instagram,Carousel,Sports,14,164,1,1,33983,5.23
YouTube,Shorts,Tech,10,210,0,1,40064,7.07
Instagram,Image,Fashion,9,73,1,0,30763,4.07
LinkedIn,Post,Gaming,12,133,0,1,32572,4.47
Twitter,Thread,Beauty,19,180,1,0,36235,5.45
LinkedIn,Article,Tech,6,216,1,0,21828,3.65
Facebook,Image,Healthcare,12,156,1,1,22805,5.21
YouTube,Video,Gaming,23,242,0,1,24933,6.56
Twitter,Tweet,Food,18,220,0,1,23855,4.82
Facebook,Video,Fitness,23,101,0,0,25947,4.04
YouTube,Shorts,Tech,8,117,1,0,33383,5.92
Facebook,Video,Gaming,9,206,1,0,21729,3.94
Facebook,Image,Gaming,12,114,0,1,30536,4.87
Facebook,Post,Fitness,19,89,1,0,30393,4.37
Twitter,Thread,FinTech,12,112,0,0,30969,3.97
Twitter,Thread,RealEstate,8,127,1,0,20039,4.35
YouTube,Video,Gaming,11,78,1,1,41459,6.89
LinkedIn,Article,FinTech,6,239,0,0,24099,3.13
YouTube,Video,Gaming,14,135,0,1,49606,7.05
Instagram,Image,Tech,12,229,1,1,29315,5.27
Twitter,Thread,EdTech,20,57,1,1,25967,6.24
Facebook,Video,Tech,7,225,0,0,34848,3.94
Instagram,Post,Tech,12,143,1,1,41998,6.28
Twitter,Thread,Tech,18,59,0,1,44253,5.97
Twitter,Tweet,RealEstate,19,134,0,1,23221,4.94
LinkedIn,Post,Travel,7,198,0,1,36455,4.29
Instagram,Reel,Sports,14,164,1,1,44387,6.74
YouTube,Shorts,Travel,14,221,0,1,39064,7.11
Facebook,Image,Food,14,129,0,1,35977,4.66
Twitter,Thread,RealEstate,8,149,0,1,26380,4.61
Instagram,Carousel,Healthcare,12,83,0,1,36474,5.67
Facebook,Video,EdTech,14,173,0,1,43624,5.92
LinkedIn,Post,Tech,19,183,1,0,25663,5.07
Twitter,Tweet,Fitness,6,156,1,0,24640,3.67
LinkedIn,Article,Fitness,22,242,1,1,26863,5.32
Instagram,Reel,Entertainment,19,176,0,0,44320,5.54
Facebook,Image,Gaming,19,137,1,1,39901,6.58
LinkedIn,Article,Travel,23,71,1,1,36779,5.82
YouTube,Shorts,Healthcare,11,166,0,1,33714,6.41
Facebook,Post,Food,20,59,1,1,39199,5.75
YouTube,Video,Travel,10,131,1,0,35470,6.24
Facebook,Post,Healthcare,16,182,0,0,32894,3.42
LinkedIn,Post,Fitness,22,240,1,1,28358,4.42
LinkedIn,Post,Tech,14,243,0,1,28930,4.1
YouTube,Live,EdTech,17,76,1,0,48715,6.12
YouTube,Shorts,EdTech,8,134,0,1,39261,6.72
LinkedIn,Article,FinTech,21,115,1,0,42741,5.59
LinkedIn,Post,FinTech,9,250,0,0,29305,3.14
Instagram,Reel,Fitness,6,171,0,1,25817,5.69
Facebook,Image,Fashion,12,139,1,1,34667,5.7
Instagram,Reel,Entertainment,13,107,0,0,26296,5.43
YouTube,Shorts,Fitness,13,196,1,1,56678,7.41
Facebook,Image,Gaming,19,86,0,1,25147,5.33
Twitter,Tweet,EdTech,18,135,0,1,33684,4.3
YouTube,Shorts,EdTech,22,65,1,0,34017,5.93
Instagram,Post,Beauty,19,156,0,0,31717,4.98
LinkedIn,Post,EdTech,15,59,1,0,30284,3.64
YouTube,Live,RealEstate,22,85,1,0,46480,6.61
Facebook,Post,Entertainment,9,128,1,1,26155,4.59
LinkedIn,Article,Travel,13,134,0,1,30060,5.39
LinkedIn,Post,Travel,11,216,1,1,21901,4.82
YouTube,Shorts,Tech,6,174,0,0,37769,6.44
Facebook,Image,Gaming,18,75,0,1,23613,5.46
YouTube,Shorts,Tech,10,190,1,0,28533,5.58
LinkedIn,Article,Travel,12,55,0,0,31724,4.54
Facebook,Post,FinTech,20,150,0,0,29779,5.15
YouTube,Shorts,Travel,17,245,0,1,27617,6.37
Instagram,Reel,Tech,14,206,0,0,26039,5.74
YouTube,Shorts,Fashion,17,205,1,1,37295,7.49
Instagram,Post,Travel,23,127,1,0,22317,4.41
Twitter,Tweet,Fashion,7,198,0,0,25919,2.85
LinkedIn,Post,FinTech,21,65,1,0,36243,4.42
Twitter,Thread,EdTech,23,227,0,0,21278,3.27
Twitter,Thread,Healthcare,13,230,0,1,34081,5.08
Twitter,Tweet,Fashion,21,200,1,0,31467,4.86
Twitter,Thread,Gaming,21,226,0,1,46795,5.63
Twitter,Tweet,Sports,22,167,0,0,12434,2.65
Twitter,Tweet,Tech,16,190,1,1,24703,4.52
YouTube,Shorts,Fashion,7,90,0,1,54499,6.84
Facebook,Post,Entertainment,19,170,1,1,28447,6.05
YouTube,Shorts,Fashion,12,148,0,1,49322,6.77
Instagram,Carousel,Tech,18,206,0,0,22743,4.63
Twitter,Tweet,Travel,16,138,1,0,24444,3.68
Facebook,Post,Tech,14,114,0,0,17476,3.25
Twitter,Thread,Fitness,11,148,0,0,23927,2.46
Twitter,Tweet,Fitness,13,132,0,0,27019,4.0
Instagram,Reel,Tech,11,201,1,0,22399,5.5
Facebook,Video,FinTech,22,195,1,0,25736,4.74
Facebook,Post,Fashion,6,70,0,0,23883,2.77
Twitter,Tweet,EdTech,19,53,0,1,39608,5.3
YouTube,Live,Beauty,17,77,1,1,49601,7.11
Twitter,Thread,Food,16,78,0,1,30255,3.67
YouTube,Shorts,Sports,23,85,1,0,28018,6.57
Twitter,Thread,Gaming,23,106,0,1,30187,4.36
Twitter,Tweet,Fashion,14,148,0,0,16182,3.24
LinkedIn,Post,RealEstate,23,95,1,1,24595,4.35
Twitter,Thread,Tech,21,123,1,1,30913,5.19
YouTube,Live,Healthcare,19,242,0,0,52151,6.94
Facebook,Post,Gaming,12,242,1,0,30463,4.4
YouTube,Live,Travel,11,109,0,1,43593,6.42
YouTube,Shorts,Entertainment,8,164,1,1,27536,7.51
Facebook,Post,Tech,8,176,1,0,20860,3.15
YouTube,Video,Gaming,15,147,0,0,44486,5.26
Instagram,Image,RealEstate,19,245,0,1,37213,5.36
YouTube,Live,Sports,7,214,0,1,38130,6.39
Facebook,Image,Entertainment,7,232,0,0,31681,3.23
Instagram,Reel,Fitness,10,148,1,0,41703,5.47
Twitter,Thread,RealEstate,23,86,1,0,17986,3.66
YouTube,Live,Fashion,9,220,1,0,41298,5.65
Facebook,Post,EdTech,7,176,1,0,31781,4.37
Twitter,Thread,Beauty,9,179,1,1,30235,5.76
LinkedIn,Article,FinTech,20,231,1,0,35434,5.36
Instagram,Image,EdTech,23,137,0,1,24823,4.2
YouTube,Shorts,Travel,9,189,0,0,46185,6.09
LinkedIn,Article,EdTech,13,92,0,1,28789,4.62
YouTube,Video,Healthcare,22,64,1,0,23959,5.87
Facebook,Post,Travel,8,166,0,0,20815,2.92
Facebook,Image,Gaming,15,204,0,1,22975,3.74
YouTube,Shorts,Fitness,21,203,0,0,42257,6.59
YouTube,Live,Food,8,133,1,0,42560,5.65
Instagram,Post,Healthcare,12,192,0,0,32958,4.11
Instagram,Reel,EdTech,17,72,1,0,42142,5.31
Facebook,Post,Healthcare,9,191,1,1,37407,4.45
Twitter,Thread,EdTech,21,90,0,1,38010,5.35
YouTube,Video,Travel,7,168,1,0,24870,5.91
YouTube,Video,Travel,13,212,1,0,31742,6.92
Instagram,Carousel,Entertainment,13,141,1,1,37674,5.54
LinkedIn,Post,Sports,19,144,0,0,32652,4.53
Facebook,Video,Fitness,17,61,1,1,32169,5.73
LinkedIn,Article,Fitness,11,188,0,0,24253,3.83
YouTube,Shorts,Travel,16,201,1,0,26837,6.56
Facebook,Video,Gaming,23,89,0,0,21289,3.55
Facebook,Image,Fitness,13,71,1,0,27781,4.11
Instagram,Reel,Sports,16,151,0,1,47996,6.51
LinkedIn,Post,FinTech,8,218,1,0,17051,3.4
YouTube,Video,Fashion,15,82,1,1,48545,5.87
Instagram,Reel,Beauty,15,158,1,0,26681,5.22
Twitter,Tweet,Entertainment,9,54,1,1,25317,4.35
LinkedIn,Post,FinTech,11,129,1,1,29017,3.45
LinkedIn,Post,Entertainment,8,103,1,1,31596,5.03
LinkedIn,Post,EdTech,20,86,1,0,28121,4.41
Facebook,Video,Food,23,194,0,1,35072,5.13
YouTube,Shorts,Fashion,7,245,0,1,35084,6.41
Instagram,Image,Gaming,20,86,1,1,47624,5.68
Twitter,Tweet,Tech,11,232,0,1,30863,3.37
Twitter,Tweet,Travel,17,225,0,1,28933,3.43
YouTube,Video,Gaming,15,160,1,1,27392,7.43
Twitter,Thread,Fitness,18,146,1,0,22966,4.94
LinkedIn,Article,EdTech,20,202,0,1,28284,5.59
LinkedIn,Post,Fitness,8,177,1,1,36274,4.13
Instagram,Reel,Healthcare,12,205,0,1,31149,6.88
YouTube,Shorts,Fashion,7,156,1,1,37437,7.59
Instagram,Post,Healthcare,11,101,0,0,30174,3.97
Instagram,Image,EdTech,9,122,0,0,19390,3.7
LinkedIn,Post,Beauty,12,158,0,0,28967,3.72
Instagram,Carousel,EdTech,20,214,1,0,28467,4.71
Instagram,Image,Gaming,13,172,1,1,28920,5.5
LinkedIn,Post,Travel,21,155,0,1,23503,4.93
Instagram,Image,Fitness,12,143,0,1,37105,4.37
Facebook,Image,Beauty,14,80,1,1,45748,5.72
Facebook,Post,Beauty,7,167,1,1,20301,4.42
YouTube,Live,Gaming,16,247,1,0,45622,6.48
Twitter,Thread,Sports,9,125,1,1,22365,5.15
Facebook,Image,Beauty,18,153,1,0,28202,5.12
Twitter,Thread,Fitness,8,213,0,0,26954,3.55
Facebook,Post,Fitness,12,62,1,0,22690,4.05
Instagram,Carousel,FinTech,18,185,0,0,37193,5.44
Twitter,Thread,Tech,6,217,1,0,28278,3.82
Facebook,Image,Healthcare,8,136,0,0,22188,3.32
LinkedIn,Article,Food,18,59,0,0,29019,4.54
LinkedIn,Post,EdTech,23,225,0,0,19433,2.63
LinkedIn,Article,Entertainment,9,116,0,0,29239,3.79
LinkedIn,Article,Gaming,16,225,0,1,23578,4.69
LinkedIn,Post,Gaming,7,147,1,0,19975,3.18
YouTube,Video,EdTech,20,129,0,1,29542,7.12
Facebook,Post,Fitness,6,244,0,0,19082,2.69
Instagram,Reel,Sports,15,237,0,1,46388,6.28
Facebook,Post,Beauty,14,117,1,1,37883,5.05
Facebook,Image,Healthcare,7,144,1,0,25124,3.56
LinkedIn,Post,Entertainment,15,115,1,1,39350,5.08
Instagram,Reel,Tech,10,171,1,1,34761,5.85
Twitter,Thread,Fitness,22,128,0,0,19456,3.01
LinkedIn,Article,RealEstate,7,225,1,1,20671,4.79
Facebook,Image,Travel,20,83,1,0,38471,5.55
Instagram,Reel,Fitness,12,218,1,1,38214,7.7
YouTube,Live,Food,16,135,0,1,34286,6.8
Facebook,Post,Sports,11,107,1,0,21837,4.01
LinkedIn,Post,Healthcare,13,160,1,1,23064,4.87
Facebook,Post,Healthcare,19,172,1,1,27919,6.68
Instagram,Reel,Healthcare,6,67,0,0,26852,4.91
YouTube,Shorts,Beauty,20,207,0,0,54598,7.04
LinkedIn,Post,Tech,20,148,0,0,21105,4.16
LinkedIn,Article,Fashion,20,106,1,1,34176,6.19
Twitter,Tweet,Beauty,23,96,0,0,19108,3.47
Twitter,Thread,Fitness,11,141,1,1,36168,5.02
LinkedIn,Article,Travel,22,203,0,1,27188,5.18
YouTube,Shorts,EdTech,12,214,1,0,38879,6.7
Facebook,Post,EdTech,22,55,1,1,33402,4.36
Instagram,Post,Food,20,52,1,1,31631,5.97
Twitter,Thread,Fashion,10,114,0,0,22886,3.34
Facebook,Video,Healthcare,10,73,0,0,27629,3.75
Instagram,Image,Beauty,8,81,1,1,37978,4.56
LinkedIn,Article,RealEstate,11,176,1,0,22000,4.58
Twitter,Thread,Fitness,7,127,0,0,16872,3.08
LinkedIn,Article,Beauty,9,165,1,0,22472,4.16
LinkedIn,Post,Food,6,158,0,0,27155,3.12
Facebook,Video,Fashion,14,231,0,1,40167,5.36
Facebook,Image,FinTech,22,198,1,1,30133,5.28
Instagram,Carousel,Gaming,17,56,0,1,36518,4.05
LinkedIn,Article,Fitness,19,234,0,0,26782,4.9
Facebook,Post,Travel,16,74,0,1,22300,4.3
Facebook,Image,Tech,11,228,1,0,17432,3.68
LinkedIn,Article,Fashion,15,198,1,0,24501,3.58
Facebook,Post,EdTech,7,90,1,0,25154,4.05
YouTube,Shorts,Tech,10,132,0,0,29042,5.8
YouTube,Shorts,Sports,7,232,1,1,30580,6.73
Facebook,Post,Entertainment,15,248,0,0,26596,3.48
Twitter,Thread,FinTech,12,240,1,1,41275,5.55
YouTube,Live,Food,12,103,0,0,43469,5.59
YouTube,Shorts,Travel,6,249,0,0,32577,5.16
LinkedIn,Post,Tech,7,52,0,1,28156,4.46
LinkedIn,Post,Gaming,14,236,0,1,30985,4.72
Instagram,Reel,RealEstate,8,53,1,0,20902,5.07
LinkedIn,Post,Fitness,21,180,0,0,19617,3.86
Facebook,Video,Beauty,22,133,1,1,27318,5.29
YouTube,Live,FinTech,6,237,1,1,49491,6.82
LinkedIn,Article,RealEstate,22,249,1,0,27288,3.76
Instagram,Carousel,Beauty,20,54,1,0,24385,4.5
LinkedIn,Article,Fitness,20,183,1,0,37531,5.76
Facebook,Post,Beauty,9,124,0,0,29563,3.59
Twitter,Thread,Fashion,8,230,0,0,17868,2.79
Facebook,Image,Travel,20,214,0,0,39806,4.45
Facebook,Video,Entertainment,6,63,1,1,35728,5.14
LinkedIn,Article,Sports,21,191,1,1,32273,6.2
LinkedIn,Post,FinTech,6,112,1,0,22486,3.36
Twitter,Tweet,Healthcare,20,137,1,0,24796,4.33
Instagram,Post,Beauty,15,165,0,1,37514,5.3
LinkedIn,Article,Tech,12,166,1,1,42349,5.52
Instagram,Carousel,Fitness,10,72,0,0,21101,3.18
Instagram,Post,Entertainment,23,247,1,1,35210,4.69
Twitter,Thread,Entertainment,11,88,0,0,19528,3.72
YouTube,Shorts,Food,9,147,1,1,38511,6.34
Twitter,Thread,RealEstate,18,157,1,0,37804,4.69
Instagram,Image,Travel,14,180,1,0,38241,5.18
YouTube,Video,Food,19,173,0,1,43800,7.8
Twitter,Thread,Healthcare,23,119,1,1,22219,4.88
YouTube,Video,Food,18,97,0,1,45490,8.55
Twitter,Tweet,Fitness,23,103,0,0,24310,2.9
Facebook,Image,Tech,11,97,0,0,24100,2.92
LinkedIn,Article,Sports,9,107,1,0,26357,3.99
Twitter,Thread,Sports,15,73,1,0,26521,3.35
Instagram,Post,FinTech,20,156,1,0,35618,5.7
Facebook,Video,Healthcare,13,150,1,1,44869,6.33
Facebook,Video,Food,7,209,1,0,37123,4.95
Twitter,Thread,RealEstate,8,247,1,0,31971,4.29
YouTube,Live,Gaming,19,221,1,0,38936,7.03
Facebook,Image,Gaming,15,93,0,0,21590,2.82
YouTube,Video,Beauty,9,215,0,1,40268,6.48
YouTube,Video,Healthcare,19,215,1,1,32969,7.85
Facebook,Video,RealEstate,12,88,0,0,27470,4.67
Twitter,Tweet,Tech,6,180,0,1,34011,4.25
Twitter,Tweet,Beauty,6,122,0,1,28848,3.73
Facebook,Image,FinTech,14,243,0,1,23232,4.86
Facebook,Image,Travel,18,178,0,0,33266,4.36
Instagram,Reel,Sports,11,102,0,0,36990,5.12
YouTube,Video,Beauty,18,204,0,0,35728,6.43
YouTube,Video,FinTech,12,241,1,1,30089,6.72
Facebook,Image,Fitness,22,90,1,1,41918,4.89
Instagram,Reel,Fitness,11,157,0,0,42765,5.2
Instagram,Carousel,Gaming,21,228,1,0,29173,5.38
LinkedIn,Article,Beauty,14,180,1,1,23370,5.44
YouTube,Shorts,Food,8,170,1,0,33091,5.55
Facebook,Post,Sports,17,116,0,0,24686,3.4
Instagram,Post,RealEstate,12,189,0,0,23629,4.16
Instagram,Reel,Healthcare,9,197,0,0,36901,4.75
LinkedIn,Post,RealEstate,13,80,1,0,21714,4.83
Instagram,Reel,Beauty,14,210,0,0,29169,5.02
Instagram,Carousel,Fitness,8,127,1,0,26281,4.71
LinkedIn,Article,EdTech,17,207,1,1,36826,5.11
Instagram,Image,Fashion,21,212,0,1,33817,4.97
LinkedIn,Article,EdTech,22,91,1,0,27804,4.03
LinkedIn,Post,Beauty,13,137,1,0,23317,4.48
Instagram,Image,RealEstate,17,76,1,1,34114,4.85
Twitter,Thread,Tech,14,160,1,1,40613,4.81
YouTube,Live,Fitness,18,247,0,1,54683,7.63
Instagram,Image,Travel,12,239,0,0,24436,3.76
YouTube,Live,EdTech,14,88,0,0,41143,6.3
Twitter,Tweet,EdTech,23,183,0,1,23359,4.11
YouTube,Shorts,Gaming,12,107,1,1,39329,7.18
LinkedIn,Article,Fitness,10,124,0,0,23504,3.32
YouTube,Video,Beauty,19,116,1,0,49097,7.5
Facebook,Post,Fashion,6,117,0,0,17140,2.86
Twitter,Thread,Fashion,15,122,0,0,14494,2.87
Instagram,Reel,Beauty,9,80,0,0,29129,4.33
LinkedIn,Post,Fitness,6,53,0,1,27519,4.14
Twitter,Thread,Food,18,237,0,1,30079,5.62
YouTube,Live,Healthcare,21,81,0,1,55169,7.43
Twitter,Thread,EdTech,21,66,0,1,33843,5.5
YouTube,Shorts,FinTech,20,155,0,1,54940,8.31
Twitter,Thread,Gaming,10,96,0,1,28341,3.91
YouTube,Video,Entertainment,21,168,1,1,40368,7.42
Facebook,Video,Fitness,21,95,0,1,44118,6.38
YouTube,Shorts,Beauty,14,152,1,1,52854,7.56
Instagram,Carousel,Food,7,188,0,0,17465,3.22
Instagram,Reel,EdTech,8,69,0,1,48671,6.06
Instagram,Reel,Travel,20,179,0,1,27409,7.34
Twitter,Thread,RealEstate,6,196,1,0,22227,2.92
Facebook,Image,Food,21,242,1,1,43106,5.64
Instagram,Carousel,Travel,7,160,1,0,38262,4.93
Twitter,Thread,Gaming,21,188,0,1,32590,5.73
Facebook,Video,Tech,14,75,1,1,46304,6.37
LinkedIn,Post,Healthcare,12,226,1,1,35845,5.57
Instagram,Image,FinTech,12,169,1,0,40356,4.61
LinkedIn,Article,EdTech,22,77,0,0,23483,3.92
Twitter,Thread,Food,22,162,1,0,30963,4.09
YouTube,Shorts,Sports,10,237,1,1,54805,7.22
YouTube,Video,Entertainment,23,193,0,1,51981,6.37
Twitter,Tweet,Fashion,6,78,0,0,16726,2.87
LinkedIn,Article,EdTech,14,209,1,1,34594,5.46
Twitter,Thread,Gaming,14,157,0,0,32068,3.91
Twitter,Tweet,FinTech,9,66,1,0,17161,2.83
YouTube,Live,Fashion,19,155,1,0,40254,6.88
Twitter,Tweet,Tech,8,62,1,1,28607,4.19
LinkedIn,Post,Sports,20,119,0,1,31516,4.82
Twitter,Tweet,Beauty,12,208,1,0,31129,3.7
LinkedIn,Post,Gaming,10,164,1,0,18651,3.43
Twitter,Tweet,Fashion,18,156,0,0,37510,4.16
Instagram,Reel,Tech,14,77,0,1,49304,6.78
Facebook,Video,EdTech,19,56,1,0,26388,5.51
Twitter,Thread,Fitness,6,81,0,0,36406,3.83
Twitter,Tweet,Sports,19,58,0,1,29261,5.38
LinkedIn,Post,Beauty,12,142,0,0,21736,3.8
Facebook,Image,Travel,22,238,1,0,27349,3.76
Instagram,Reel,Sports,9,108,0,0,41283,4.93
LinkedIn,Article,Tech,12,83,1,0,38392,5.17
Twitter,Tweet,Sports,20,74,1,1,43983,5.99
YouTube,Video,EdTech,12,104,1,0,35312,7.13
Instagram,Image,Fitness,23,50,1,0,34706,4.02
Instagram,Reel,Travel,16,132,0,1,38885,6.02
Instagram,Carousel,Tech,11,81,1,0,33123,4.54
Facebook,Video,Travel,15,157,0,1,34309,4.75
Instagram,Carousel,FinTech,20,240,1,1,25716,6.07
LinkedIn,Article,Fitness,11,162,1,0,21685,4.11
YouTube,Live,RealEstate,21,66,1,1,32954,8.56
LinkedIn,Post,FinTech,7,161,0,0,24996,3.37
YouTube,Live,FinTech,12,201,1,0,43024,6.51
LinkedIn,Article,Entertainment,18,66,1,1,37821,5.7
Facebook,Post,Entertainment,7,92,1,1,19491,4.8
LinkedIn,Post,Beauty,9,139,0,1,21069,3.63
YouTube,Shorts,Tech,15,146,0,0,29211,4.9
Instagram,Image,Fitness,12,157,0,0,26451,3.59
Instagram,Carousel,FinTech,7,69,1,1,26215,5.13
Instagram,Carousel,Beauty,7,212,1,1,24011,5.54
Facebook,Image,EdTech,10,170,1,1,22884,4.72
Instagram,Carousel,Food,10,159,1,0,24898,4.08
LinkedIn,Post,FinTech,9,95,0,1,24425,4.47
Twitter,Thread,Entertainment,18,236,1,1,27834,5.38
Twitter,Tweet,FinTech,16,159,1,1,24031,4.51
LinkedIn,Article,Gaming,10,92,1,0,26795,4.1
Instagram,Carousel,Healthcare,10,168,1,1,30269,5.23
Instagram,Reel,Healthcare,17,187,1,0,21711,5.11
Facebook,Video,Travel,7,152,1,1,29961,5.17
Facebook,Image,Sports,17,207,0,0,25289,3.26
Twitter,Thread,Beauty,21,174,0,1,28517,6.16
YouTube,Shorts,FinTech,7,172,0,1,39038,6.84
Facebook,Post,Healthcare,18,204,0,1,27860,5.2
Facebook,Post,Entertainment,8,57,1,0,19459,3.16
Instagram,Reel,Fashion,16,234,1,0,26094,4.63
LinkedIn,Post,RealEstate,16,138,1,0,18841,4.03
LinkedIn,Post,Sports,11,197,1,1,22542,4.12
YouTube,Video,Fashion,19,135,0,1,29180,7.57
Instagram,Post,Food,8,233,1,0,26592,4.53
Facebook,Video,RealEstate,16,124,0,1,28011,4.35
YouTube,Video,Healthcare,13,238,0,1,62070,7.7
Facebook,Video,Fitness,21,230,0,0,24439,5.1
LinkedIn,Post,Fashion,7,148,1,0,26869,3.04
Instagram,Carousel,Healthcare,8,133,1,1,34776,4.9
Facebook,Video,Food,15,139,1,0,37538,4.21
LinkedIn,Article,Beauty,13,241,1,0,30056,4.88
LinkedIn,Post,Fitness,15,140,1,0,20829,3.24
LinkedIn,Article,FinTech,14,239,0,0,29302,3.44
LinkedIn,Post,Entertainment,13,188,0,1,22873,4.51
Instagram,Reel,Fitness,15,154,0,1,37443,5.26
Instagram,Image,Travel,21,180,1,0,29173,5.28
Instagram,Post,Tech,21,74,1,0,28863,4.73
Instagram,Post,Entertainment,10,151,0,0,20926,3.3
LinkedIn,Article,FinTech,22,107,0,1,17500,4.67
Twitter,Thread,Entertainment,18,104,0,0,18817,4.42
Facebook,Post,EdTech,22,139,1,0,23968,3.8
Twitter,Thread,Gaming,18,84,1,0,35739,5.27
Instagram,Reel,EdTech,15,50,1,0,27196,4.84
LinkedIn,Post,EdTech,20,243,0,1,32938,5.17
Facebook,Video,Fashion,6,247,1,1,28212,4.17
Instagram,Carousel,Entertainment,22,231,1,0,19631,4.1
Instagram,Image,Healthcare,17,74,1,1,30449,4.88
Twitter,Thread,Tech,6,82,0,0,17753,2.91
YouTube,Video,RealEstate,11,209,0,0,37426,5.63
Facebook,Post,Sports,23,224,1,0,34814,4.17
Instagram,Reel,Fashion,20,207,1,1,29625,7.31
LinkedIn,Post,Beauty,17,204,1,0,23811,3.12
YouTube,Live,RealEstate,10,230,1,1,43760,7.07
Twitter,Thread,Entertainment,10,201,0,0,25698,2.77
YouTube,Shorts,Fitness,16,108,1,1,29262,6.74
LinkedIn,Article,Sports,15,86,0,1,30522,5.09
YouTube,Live,Fitness,17,131,0,0,39811,5.52
LinkedIn,Post,Sports,20,198,1,1,40619,4.95
Twitter,Tweet,Fashion,8,217,0,1,18583,3.08
Instagram,Image,Gaming,16,203,1,0,32278,4.06
Instagram,Post,Fashion,14,210,0,1,37443,5.44
YouTube,Video,EdTech,17,148,1,0,40349,5.35
YouTube,Shorts,FinTech,8,176,1,0,44761,6.18
Twitter,Thread,Fashion,14,182,0,0,26124,4.43
YouTube,Video,Entertainment,17,237,0,1,33327,7.26
Twitter,Thread,Food,7,61,0,0,17557,3.43
YouTube,Shorts,Food,18,164,1,1,60002,8.4
LinkedIn,Article,RealEstate,20,188,0,1,38576,4.95
YouTube,Live,Fitness,10,113,0,0,48924,6.34
Facebook,Image,Tech,17,212,0,0,13698,2.97
Twitter,Thread,Sports,20,237,1,0,23804,4.63
Facebook,Post,Tech,7,90,1,1,27500,4.6
Instagram,Post,Food,23,154,0,1,32038,5.1
Facebook,Video,Beauty,7,151,1,0,43309,5.38
LinkedIn,Post,Healthcare,19,155,1,0,30079,4.75
Facebook,Video,Sports,8,94,0,0,25449,4.4
Facebook,Image,Healthcare,21,141,1,1,35394,5.92
Twitter,Tweet,Beauty,7,236,1,0,18785,2.88
Facebook,Video,Fashion,9,196,0,0,36080,4.59
LinkedIn,Post,FinTech,19,242,0,0,21388,3.95
YouTube,Video,RealEstate,22,112,0,0,30200,6.11
Instagram,Carousel,Food,15,174,1,1,35151,5.52
YouTube,Live,RealEstate,19,191,0,0,46569,6.95
Facebook,Post,Entertainment,21,80,0,1,47378,6.13
YouTube,Video,Sports,15,249,1,1,38965,7.89
Facebook,Post,RealEstate,11,87,0,0,21663,3.13
Instagram,Reel,FinTech,19,196,0,1,54911,6.68
Facebook,Post,Fitness,16,59,1,1,20228,3.95
Instagram,Post,Beauty,14,116,1,0,23244,5.5
Twitter,Tweet,Sports,17,177,0,1,22053,3.62
Facebook,Image,Fitness,6,105,1,1,40201,5.15
Facebook,Image,RealEstate,9,246,1,1,33206,4.4
Instagram,Reel,Travel,22,244,0,0,34604,5.42
YouTube,Video,EdTech,20,70,1,0,34472,6.92
Facebook,Image,FinTech,10,219,0,1,33575,3.72
YouTube,Video,Tech,8,148,0,0,28664,5.42
Facebook,Image,Entertainment,6,142,1,1,26283,4.49
Instagram,Carousel,FinTech,22,246,1,0,30682,4.24
Facebook,Video,Fitness,8,50,1,1,40235,5.48
Twitter,Tweet,Gaming,10,130,0,0,22122,3.05
Twitter,Tweet,Food,11,86,0,0,20350,2.68
Instagram,Carousel,EdTech,17,72,1,0,28972,3.73
Twitter,Thread,Entertainment,20,139,1,1,31300,5.77
LinkedIn,Post,EdTech,9,143,1,0,24266,4.32
Facebook,Post,FinTech,8,94,1,1,23478,4.79
YouTube,Video,Tech,11,146,0,0,36297,4.71
Twitter,Tweet,RealEstate,16,240,1,1,28770,4.09
LinkedIn,Article,RealEstate,17,218,0,0,27223,3.64
